Step,Difficulty,Estimated Skill,Uncertainty,Recent Win Rate,Error Rate,Reward,Method,Player Profile,Seed
33,0.19631341099739075,0.2458047295155536,0.27382343742336296,0.8,0.16558122267156838,0.887673241641423,PPO DDA,Unseen Low Skill,100
34,0.45058879256248474,0.22567392122692742,0.2671026942954206,0.8,0.18808573909726534,0.8793272474891,PPO DDA,Unseen Low Skill,100
35,0.12088638544082642,0.20512082025191003,0.2976391213311833,0.7,0.09850360895571644,1.4688868218621247,PPO DDA,Unseen Low Skill,100
36,0.0,0.1796141308328981,0.3299712723416909,0.6,0.13726663039409379,0.8798346289852774,PPO DDA,Unseen Low Skill,100
37,0.0,0.1536269184047397,0.33662404142719465,0.5,0.026762617531498094,0.6525404206889077,PPO DDA,Unseen Low Skill,100
38,0.0,0.13058288064402873,0.32176243348068767,0.4,0.0,0.25755018593669965,PPO DDA,Unseen Low Skill,100
39,0.0,0.14876351028166362,0.30555107307043416,0.4,0.0,0.2596330924350656,PPO DDA,Unseen Low Skill,100
40,0.0,0.12644898373941407,0.30351053988862375,0.3,0.0,-0.2992470101235615,PPO DDA,Unseen Low Skill,100
41,0.0,0.13975319568841504,0.28929634744165444,0.4,0.0,0.2622779961246133,PPO DDA,Unseen Low Skill,100
42,0.0,0.14910746394308327,0.2761298684605452,0.4,0.0,0.2635877573743296,PPO DDA,Unseen Low Skill,100
43,0.0,0.15549514243796514,0.26624123592792415,0.4,0.0,0.26460333884148934,PPO DDA,Unseen Low Skill,100
44,0.0,0.15967390954134586,0.2639292236779358,0.5,0.0,0.6651358593264115,PPO DDA,Unseen Low Skill,100
45,0.040616896003484726,0.13572282311014397,0.32983695477067293,0.5,0.0,0.6632176200130806,PPO DDA,Unseen Low Skill,100
46,0.0,0.14204114976791432,0.2660100631375524,0.6,0.0,0.9053072468016918,PPO DDA,Unseen Low Skill,100
47,0.05018160119652748,0.14808182543805656,0.2492643703149328,0.7,0.0,1.4866433174695366,PPO DDA,Unseen Low Skill,100
48,0.5190646648406982,0.12586955162234809,0.3031696974668203,0.7,0.09889479247466745,1.4554819421216523,PPO DDA,Unseen Low Skill,100
49,0.0,0.10698911887899587,0.30788375008949187,0.6,0.06216463592198049,0.8932028373157315,PPO DDA,Unseen Low Skill,100
50,0.0,0.09094075104714648,0.29844353371781573,0.6,0.0,0.9009286140440326,PPO DDA,Unseen Low Skill,100
51,0.0,0.10975774063825855,0.30767227291535804,0.6,0.0,0.9012970189381708,PPO DDA,Unseen Low Skill,100
52,0.0,0.123760561341067,0.29162504328767935,0.6,0.0,0.902763253902767,PPO DDA,Unseen Low Skill,100
53,0.0,0.13406966257874472,0.27931264507057696,0.6,0.0,0.9039099726001919,PPO DDA,Unseen Low Skill,100
54,0.12022699415683746,0.14516457136770838,0.2819320035748633,0.6,0.0,0.9027938361720068,PPO DDA,Unseen Low Skill,100
55,0.18092569708824158,0.12338988566255213,0.317531259962172,0.6,0.0,0.8992078379652352,PPO DDA,Unseen Low Skill,100
56,0.0,0.10488140281316931,0.3116949428312761,0.5,0.0,0.6611107042042317,PPO DDA,Unseen Low Skill,100
57,0.0,0.08914919239119391,0.2973896756849025,0.4,0.0,0.2624868772923915,PPO DDA,Unseen Low Skill,100
58,0.0,0.07577681353251482,0.2895235704739148,0.4,0.0,0.2634089103376136,PPO DDA,Unseen Low Skill,100
59,0.0,0.06441029150263759,0.28283738104457523,0.4,0.0,0.26416620203681884,PPO DDA,Unseen Low Skill,100
60,0.0,0.08130937716352865,0.30633028553630354,0.5,0.0,0.6633299425944228,PPO DDA,Unseen Low Skill,100
61,0.0,0.09486147409802871,0.29517365644833354,0.5,0.0,0.6641584826745737,PPO DDA,Unseen Low Skill,100
62,0.0,0.0806322529833244,0.2923797113273322,0.4,0.0,0.26451474683122594,PPO DDA,Unseen Low Skill,100
63,0.0,0.09311645728160453,0.2865629886059182,0.4,0.0,0.26497883648777815,PPO DDA,Unseen Low Skill,100
64,0.0,0.07914898868936385,0.27568701338859425,0.3,0.0,-0.29433876193497055,PPO DDA,Unseen Low Skill,100
65,0.0,0.09110722742325769,0.284809770057964,0.4,0.0,0.2653159824846693,PPO DDA,Unseen Low Skill,100
66,0.0,0.10100561293960778,0.28299461838783363,0.5,0.0,0.6654954458706622,PPO DDA,Unseen Low Skill,100
67,0.0,0.1090495194801935,0.27176199608027024,0.6,0.01045514815627345,0.9050825268124022,PPO DDA,Unseen Low Skill,100
68,0.1921793818473816,0.1216387335766827,0.27109283173608933,0.7,0.0,1.4789852699936659,PPO DDA,Unseen Low Skill,100
69,0.5256322026252747,0.10339292354018029,0.2899481515361334,0.7,0.0,1.4661964088564539,PPO DDA,Unseen Low Skill,100
70,0.0,0.1271250087640115,0.30823573549389605,0.7,0.0,1.4790078719736859,PPO DDA,Unseen Low Skill,100
71,0.0,0.14394907645329638,0.2852090103787416,0.7,0.0,1.4812752764797674,PPO DDA,Unseen Low Skill,100
72,0.22767189145088196,0.16183019696221757,0.2596037350297373,0.8,0.03806199798133931,0.8976781561933802,PPO DDA,Unseen Low Skill,100
73,0.7109159231185913,0.14803923503580196,0.275098657835844,0.7,0.15862930886328613,1.4466240091495717,PPO DDA,Unseen Low Skill,100
74,0.0,0.13104471500105544,0.28577718486361375,0.7,0.03860270533795383,1.4724207349561262,PPO DDA,Unseen Low Skill,100
75,0.0,0.11150709992739613,0.3100743578571821,0.6,0.0008821642703630977,0.8968639574665865,PPO DDA,Unseen Low Skill,100
76,0.0,0.09478103493828671,0.3057535499636981,0.5,0.0,0.6586770359310007,PPO DDA,Unseen Low Skill,100
77,0.0,0.11754856746749856,0.3258917750973728,0.5,0.0,0.6588771819884799,PPO DDA,Unseen Low Skill,100
78,0.0,0.13400403256333765,0.30485155031946365,0.5,0.0,0.6608948390787057,PPO DDA,Unseen Low Skill,100
79,0.0,0.113903427678837,0.3170020162816688,0.5,0.0,0.6610598324616597,PPO DDA,Unseen Low Skill,100
80,0.0,0.09681791352701145,0.30190068811773635,0.4,0.003794000402539806,0.2620535121744539,PPO DDA,Unseen Low Skill,100
81,0.0,0.11072815460853325,0.2913164445500571,0.4,0.0,0.263456535068973,PPO DDA,Unseen Low Skill,100
82,0.0,0.12136527390571207,0.2804060386022472,0.4,0.0,0.26439758390706836,PPO DDA,Unseen Low Skill,100
83,0.0,0.1294575568106223,0.2769742763497008,0.5,0.0,0.6648855948522594,PPO DDA,Unseen Low Skill,100
84,0.0,0.1355765824816426,0.26534572651505217,0.6,0.0,0.9057201606100429,PPO DDA,Unseen Low Skill,100
85,0.32103922963142395,0.1152400951093962,0.3127372655191391,0.6,0.04407161979204089,0.8879244480109457,PPO DDA,Unseen Low Skill,100
86,0.0,0.09795408084298676,0.3025690218330159,0.6,0.0,0.9016552011102069,PPO DDA,Unseen Low Skill,100
87,0.0,0.11348020343208028,0.29670271624196287,0.6,0.0,0.902591785949388,PPO DDA,Unseen Low Skill,100
88,0.0,0.09645817291726823,0.30674010171604016,0.5,0.0,0.662604532323387,PPO DDA,Unseen Low Skill,100
89,0.0,0.10942975719762456,0.2881875885461723,0.6,0.0,0.9039438505000426,PPO DDA,Unseen Low Skill,100
90,0.0,0.09301529361798087,0.2996638528771301,0.6,0.0,0.9036993912980245,PPO DDA,Unseen Low Skill,100
91,0.0,0.07906299957528375,0.29650764680899044,0.5,0.0,0.6641206848130554,PPO DDA,Unseen Low Skill,100
92,0.0,0.09223298847057983,0.2938999629843203,0.5,0.0,0.664461855573588,PPO DDA,Unseen Low Skill,100
93,0.0,0.10292159126526378,0.2856286759822798,0.5,0.0,0.6650440491791292,PPO DDA,Unseen Low Skill,100
94,0.0,0.11160219342769094,0.2789353405414239,0.5,0.0,0.6655136193555233,PPO DDA,Unseen Low Skill,100
95,0.0,0.11865693709531068,0.26846478650371697,0.6,0.0,0.9061450697808897,PPO DDA,Unseen Low Skill,100
96,0.3033616840839386,0.13349530519895095,0.2785900117599262,0.7,0.0,1.4742813847637857,PPO DDA,Unseen Low Skill,100
97,0.5451708436012268,0.16023919643725598,0.3182750888754754,0.7,0.013097681615908657,1.4636728192953696,PPO DDA,Unseen Low Skill,100
98,0.2957614064216614,0.18655342455957058,0.28771409374104867,0.8,0.0396304265770592,0.8963447036630112,PPO DDA,Unseen Low Skill,100
99,0.8121915459632874,0.18072966868696613,0.24854130432314014,0.7,0.16414265045430484,1.4462562249629634,PPO DDA,Unseen Low Skill,100
100,0.0,0.1672976246329861,0.27390226492772535,0.7,0.10131412036344387,1.463607768699097,PPO DDA,Unseen Low Skill,100
101,0.0,0.14909490593729013,0.2898045137334453,0.7,0.051051296290755104,1.4703520798697143,PPO DDA,Unseen Low Skill,100
102,0.0,0.17319421004609817,0.30945979844381877,0.7,0.010841037032604112,1.4754008545229182,PPO DDA,Unseen Low Skill,100
103,0.0,0.18625589912604987,0.2726677483476309,0.7,0.18400692380307251,1.461532278721007,PPO DDA,Unseen Low Skill,100
104,0.2782660126686096,0.2042523875799572,0.2891170795941498,0.7,0.023589774158230867,1.4772014412827683,PPO DDA,Unseen Low Skill,100
105,0.25069886445999146,0.22226127713671895,0.2891584166036645,0.7,0.02701294587966916,1.4791564886528337,PPO DDA,Unseen Low Skill,100
106,0.32867732644081116,0.24166377153511726,0.2938037660757864,0.7,0.05734582199189756,1.4735086542745754,PPO DDA,Unseen Low Skill,100
107,0.36339789628982544,0.21602191185727387,0.33042183987112916,0.6,0.17838196501988554,0.8793986285325379,PPO DDA,Unseen Low Skill,100
108,0.0,0.18913269865864296,0.339630710662103,0.5,0.04084498948118653,0.649391716044717,PPO DDA,Unseen Low Skill,100
109,0.0,0.16076279385984651,0.3445663493293215,0.5,0.07820898390106057,0.6473169845641806,PPO DDA,Unseen Low Skill,100
110,0.0,0.1765662952190438,0.2976273121423088,0.6,0.06021323680130944,0.8929902710493557,PPO DDA,Unseen Low Skill,100
111,0.0,0.1500813509361872,0.3332321218878397,0.6,0.0,0.8984527621748898,PPO DDA,Unseen Low Skill,100
112,0.0,0.16179466444948323,0.28399335265597125,0.6,0.0,0.9018918269826268,PPO DDA,Unseen Low Skill,100
113,0.0,0.16907397697771157,0.2692133493724123,0.6,0.02212671515523003,0.9011998567081967,PPO DDA,Unseen Low Skill,100
114,0.09489601850509644,0.17656409132459114,0.26991602210124976,0.6,0.0,0.9052098016008614,PPO DDA,Unseen Low Skill,100
115,0.17734138667583466,0.18618068794100656,0.2770042963330359,0.6,0.0,0.9018164526212579,PPO DDA,Unseen Low Skill,100
116,0.20207813382148743,0.15825358474985557,0.3430903439705033,0.5,0.007768533790180724,0.6576124934869585,PPO DDA,Unseen Low Skill,100
117,0.0,0.17057019685075953,0.2860043479479978,0.6,0.0,0.9011815659981395,PPO DDA,Unseen Low Skill,100
118,0.0,0.17832838717385147,0.25498941915809836,0.7,0.0,1.4836359557585264,PPO DDA,Unseen Low Skill,100
119,0.458861768245697,0.19651995802570935,0.2606385695061929,0.8,0.0,0.8915052594217172,PPO DDA,Unseen Low Skill,100
120,0.6941350698471069,0.18054909890564513,0.28236498181467273,0.7,0.18463871026463344,1.4456366981363682,PPO DDA,Unseen Low Skill,100
121,0.0,0.15928305200466114,0.30001560775107194,0.7,0.18033695035643718,1.4566250671800662,PPO DDA,Unseen Low Skill,100
122,0.0,0.13669367559400034,0.3202468956471871,0.6,0.06760109080860777,0.8889551802193908,PPO DDA,Unseen Low Skill,100
123,0.0,0.11618962425490029,0.3183468377970002,0.5,0.1191757481589373,0.645547190560345,PPO DDA,Unseen Low Skill,100
124,0.0,0.09876118061666524,0.30304378640576796,0.4,0.0013820376291936581,0.25941529272966357,PPO DDA,Unseen Low Skill,100
125,0.0,0.08394700352416545,0.2785093750561246,0.3,0.0,-0.2981609201025093,PPO DDA,Unseen Low Skill,100
126,0.0,0.07135495299554064,0.27110228650987467,0.3,0.021648217446437044,-0.29910829714989984,PPO DDA,Unseen Low Skill,100
127,0.0,0.09128377663763979,0.2955581968881225,0.3,0.0,-0.29748859870821603,PPO DDA,Unseen Low Skill,100
128,0.0,0.07759121014199381,0.24564188831881995,0.2,0.0,-1.0144506455069886,PPO DDA,Unseen Low Skill,100
129,0.0,0.0934326375920735,0.2528047581669323,0.2,0.014960909809106658,-1.0158711697620952,PPO DDA,Unseen Low Skill,100
130,0.0,0.10608136004807475,0.2712911929344629,0.3,0.0,-0.29495243234499374,PPO DDA,Unseen Low Skill,100
131,0.0,0.09016915604086354,0.28216946477182936,0.3,0.002125470575479682,-0.2954313184547559,PPO DDA,Unseen Low Skill,100
132,0.0,0.07664378263473401,0.2742133627682237,0.3,0.0,-0.2945989066653043,PPO DDA,Unseen Low Skill,100
133,0.0,0.0897789877040678,0.2887329911760971,0.4,0.0,0.26485275961968086,PPO DDA,Unseen Low Skill,100
134,0.0,0.10051755752009274,0.28579523272008317,0.5,0.0,0.6651417657067843,PPO DDA,Unseen Low Skill,100
135,0.0,0.10930425826938692,0.27423797677596506,0.6,0.0,0.9058333230354325,PPO DDA,Unseen Low Skill,100
136,0.17360471189022064,0.12170822838753195,0.2704753518082755,0.7,0.0,1.479895866434593,PPO DDA,Unseen Low Skill,100
137,0.5305806994438171,0.14690910219955916,0.3131316974545493,0.7,0.0,1.464800082845134,PPO DDA,Unseen Low Skill,100
138,0.2594200670719147,0.12671619649108,0.29643847044272253,0.7,0.013655256455220227,1.479024310301507,PPO DDA,Unseen Low Skill,100
139,0.0,0.1491824531043004,0.30401630679185987,0.7,0.04432964584960297,1.4738200098172378,PPO DDA,Unseen Low Skill,100
140,0.0,0.12680508513865532,0.31954020083046797,0.6,0.07801528624524746,0.8909844931273848,PPO DDA,Unseen Low Skill,100
141,0.0,0.14229411432487798,0.28075888203520083,0.7,0.037262115915997596,1.4780462697413868,PPO DDA,Unseen Low Skill,100
142,0.17077703773975372,0.15862828726494763,0.2544472431335655,0.8,0.0,0.9037982159859342,PPO DDA,Unseen Low Skill,100
143,0.6750475764274597,0.14373869760268387,0.2787607502886712,0.7,0.06596039575909915,1.4565115638762385,PPO DDA,Unseen Low Skill,100
144,0.0,0.1227145741327322,0.31502938584482343,0.6,0.19190442137606684,0.8764196727397883,PPO DDA,Unseen Low Skill,100
145,0.0,0.14745071405402538,0.32740277401596174,0.6,0.005924796778034203,0.8961266489571074,PPO DDA,Unseen Low Skill,100
146,0.0,0.12533310694592156,0.32372535702701266,0.5,0.018986925672029725,0.6563864534500137,PPO DDA,Unseen Low Skill,100
147,0.0,0.14230174761947237,0.30656213557850276,0.5,0.0,0.6602490243159287,PPO DDA,Unseen Low Skill,100
148,0.0,0.15385391333454762,0.2834561933285687,0.6,0.014497167623675082,0.900839178447087,PPO DDA,Unseen Low Skill,100
149,0.0,0.16176773463224645,0.2713283786039807,0.6,0.0,0.9036029449705073,PPO DDA,Unseen Low Skill,100
150,0.1727304905653,0.17197801579267327,0.2631630552825481,0.7,0.0,1.4821971364926956,PPO DDA,Unseen Low Skill,100
151,0.5674477219581604,0.14824606038884255,0.3240554922910868,0.6,0.13593585185903787,0.8706991823492858,PPO DDA,Unseen Low Skill,100
152,0.0,0.12600915133051616,0.3241230301944213,0.5,0.02821132051121196,0.6538783738410363,PPO DDA,Unseen Low Skill,100
153,0.0,0.14518630977636215,0.3088728357644711,0.6,0.09652607267122192,0.889228276866157,PPO DDA,Unseen Low Skill,100
154,0.0,0.15952950109830122,0.27693942248758885,0.7,0.0,1.4816126496128228,PPO DDA,Unseen Low Skill,100
155,0.2881561517715454,0.1776416707174171,0.2895026834781783,0.7,0.0,1.4776309231654676,PPO DDA,Unseen Low Skill,100
156,0.26412734389305115,0.19694680663929687,0.26435045307293265,0.8,0.007047307625869331,0.9007237447704072,PPO DDA,Unseen Low Skill,100
157,0.7478274703025818,0.22930723656516594,0.3078680997528969,0.8,0.12520334016121185,0.8684550544891653,PPO DDA,Unseen Low Skill,100
158,0.44867202639579773,0.2155464006303452,0.27499823786386113,0.7,0.22328747075101302,1.4569825935823224,PPO DDA,Unseen Low Skill,100
159,0.0,0.24143332489587135,0.31541853229954586,0.7,0.09791766192650322,1.4620414240960473,PPO DDA,Unseen Low Skill,100
160,0.0,0.256743433649553,0.28016248059339743,0.7,0.04833412954120259,1.4712417565391496,PPO DDA,Unseen Low Skill,100
161,0.20735421776771545,0.22438719505150514,0.3369829134079515,0.7,0.09102970857271157,1.4736870799432706,PPO DDA,Unseen Low Skill,100
162,0.0,0.19209403568992195,0.3367726492864027,0.7,0.010110517749204156,1.474144789873299,PPO DDA,Unseen Low Skill,100
163,0.0,0.16327993033643365,0.3409959921232788,0.6,0.007900397987320774,0.8957557398851359,PPO DDA,Unseen Low Skill,100
164,0.0,0.1766585504898922,0.28954437478984635,0.6,0.0,0.9003992446925332,PPO DDA,Unseen Low Skill,100
165,0.0,0.15015976791640837,0.3383292752449461,0.5,0.06202401437403357,0.6527823055459698,PPO DDA,Unseen Low Skill,100
166,0.0,0.12763580272894712,0.320028858236522,0.4,0.0,0.26071949368467057,PPO DDA,Unseen Low Skill,100
167,0.0,0.10849043231960505,0.29294668611226554,0.3,0.026022367050261563,-0.2998728217334422,PPO DDA,Unseen Low Skill,100
168,0.0,0.1210126692063914,0.286689763900939,0.4,0.0,0.26356691122671105,PPO DDA,Unseen Low Skill,100
169,0.0,0.13039741021321438,0.27623144430106106,0.4,0.0,0.26450954732235343,PPO DDA,Unseen Low Skill,100
170,0.0,0.11083779868123222,0.29432748985439916,0.3,0.0,-0.2960594788627949,PPO DDA,Unseen Low Skill,100
171,0.0,0.11993557936722765,0.2752749098983026,0.4,0.0,0.26516177100902516,PPO DDA,Unseen Low Skill,100
172,0.0,0.12702400285268772,0.2736280782848669,0.5,0.0,0.6654590092889088,PPO DDA,Unseen Low Skill,100
173,0.0,0.13253341073721994,0.26331366722675853,0.6,0.0,0.9061466472011837,PPO DDA,Unseen Low Skill,100
174,0.25227224826812744,0.14302045492147553,0.27990578822583645,0.6,0.09010122021023675,0.8874538341869422,PPO DDA,Unseen Low Skill,100
175,0.18266141414642334,0.12156738668325419,0.31645920173905556,0.6,0.0,0.8993288697733215,PPO DDA,Unseen Low Skill,100
176,0.0,0.10333227868076605,0.3057326676199449,0.6,0.0,0.9012854461649265,PPO DDA,Unseen Low Skill,100
177,0.0,0.11855944596843443,0.2798860090400199,0.7,0.0,1.483263363184738,PPO DDA,Unseen Low Skill,100
178,0.19575786590576172,0.10077552907316926,0.304228697262535,0.6,0.0,0.8991521195912517,PPO DDA,Unseen Low Skill,100
179,0.0,0.11812267431139348,0.3027727917390652,0.6,0.0,0.9015402022133135,PPO DDA,Unseen Low Skill,100
180,0.0,0.10040427316468445,0.3040103114340145,0.6,0.0,0.9021425578685127,PPO DDA,Unseen Low Skill,100
181,0.0,0.08534363218998178,0.30020213658234224,0.5,0.0,0.6628643519230538,PPO DDA,Unseen Low Skill,100
182,0.0,0.1001433863562747,0.2993325138876431,0.5,0.0,0.6633329413073547,PPO DDA,Unseen Low Skill,100
183,0.0,0.11170291759866566,0.2885317708079698,0.5,0.0,0.664213065060991,PPO DDA,Unseen Low Skill,100
184,0.0,0.09494747995886581,0.30080043307765064,0.4,0.06494957480567824,0.2573767437466614,PPO DDA,Unseen Low Skill,100
185,0.0,0.1058172230503685,0.2862324769716757,0.5,0.0,0.6648177544563055,PPO DDA,Unseen Low Skill,100
186,0.0,0.08994463959281322,0.3029086115251842,0.5,0.0,0.6641580720676523,PPO DDA,Unseen Low Skill,100
187,0.0,0.07645294365389124,0.28992129407472444,0.4,0.0,0.2649467374113932,PPO DDA,Unseen Low Skill,100
188,0.0,0.08882227702949784,0.29123111125202195,0.5,0.0,0.6649926861295024,PPO DDA,Unseen Low Skill,100
189,0.0,0.09906875541402538,0.2841549279484252,0.5,0.0,0.6654356469562615,PPO DDA,Unseen Low Skill,100
190,0.0,0.10756429805308335,0.2732674497418444,0.6,0.0,0.9060513421958538,PPO DDA,Unseen Low Skill,100
191,0.18237991631031036,0.12008573559535958,0.27086690988871276,0.7,0.0,1.4793896861067952,PPO DDA,Unseen Low Skill,100
192,0.5281355381011963,0.10207287525605564,0.3049918420759976,0.6,0.09406814012967643,0.8758597942925818,PPO DDA,Unseen Low Skill,100
193,0.0,0.12587708952222879,0.32429635516556166,0.6,0.0,0.8982468003901948,PPO DDA,Unseen Low Skill,100
194,0.0,0.14278764253755966,0.2854972947988949,0.7,0.0,1.4812944297788335,PPO DDA,Unseen Low Skill,100
195,0.22585329413414001,0.1213694961569257,0.31634279554709765,0.6,0.11054132547208242,0.8876391602950487,PPO DDA,Unseen Low Skill,100
196,0.0,0.13959150531655196,0.28986881527987945,0.7,0.0,1.480864081374951,PPO DDA,Unseen Low Skill,100
197,0.10376600921154022,0.15540770666194745,0.2527206711513183,0.8,0.0,0.9069273083628163,PPO DDA,Unseen Low Skill,100
198,0.6902732849121094,0.1394580266039227,0.2822943849412078,0.7,0.15004428802656833,1.4470712344585661,PPO DDA,Unseen Low Skill,100
199,0.0,0.11853932261333429,0.31467798758027915,0.6,0.217710814463555,0.8739317817715196,PPO DDA,Unseen Low Skill,100
200,0.0,0.14319356210917572,0.3271297725977893,0.6,0.04110879197497272,0.8926820422501245,PPO DDA,Unseen Low Skill,100
1,0.30000001192092896,0.16761367585118492,0.5,0.0,0.4257549670961976,-2.995575496232782,Static Easy,Unseen Low Skill,100
2,0.30000001192092896,0.2250016250528643,0.5,0.5,0.27800000429153443,0.6207999999523165,Static Easy,Unseen Low Skill,100
3,0.30000001192092896,0.2238833081184173,0.5,0.3333333333333333,0.348538269941957,-0.14052938224457528,Static Easy,Unseen Low Skill,100
4,0.30000001192092896,0.22161001285080043,0.5,0.25,0.2319200070381165,-0.6722880004596707,Static Easy,Unseen Low Skill,100
5,0.30000001192092896,0.262465872005162,0.38113517145952314,0.4,0.215536008014679,0.2361128408208688,Static Easy,Unseen Low Skill,100
6,0.30000001192092896,0.29542388039183815,0.359860027955587,0.5,0.20242880879592906,0.6391426778788779,Static Easy,Unseen Low Skill,100
7,0.30000001192092896,0.2770226100048878,0.30877339760919775,0.42857142857142855,0.19194304942092902,0.37388211820040645,Static Easy,Unseen Low Skill,100
8,0.30000001192092896,0.25824209836403084,0.3046631646074869,0.375,0.31735242855087925,0.10635387741453797,Static Easy,Unseen Low Skill,100
9,0.30000001192092896,0.2423459870847701,0.28868929799305165,0.3333333333333333,0.2457553275196984,-0.1159077304071778,Static Easy,Unseen Low Skill,100
10,0.30000001192092896,0.22914319338338,0.273138097085759,0.3,0.171474847120929,-0.31187813132638065,Static Easy,Unseen Low Skill,100
11,0.30000001192092896,0.21585228076969845,0.2734318267933971,0.3,0.26642770788759285,-0.3211733555364289,Static Easy,Unseen Low Skill,100
12,0.30000001192092896,0.20523322276211375,0.23539686002528232,0.2,0.18685345729795175,-1.0311423834574587,Static Easy,Unseen Low Skill,100
13,0.30000001192092896,0.1961825815661461,0.23016880398655887,0.2,0.16099512754332906,-1.0281577087347804,Static Easy,Unseen Low Skill,100
14,0.30000001192092896,0.1881926684277688,0.22663304379459104,0.2,0.15879610441884906,-1.0276510672565098,Static Easy,Unseen Low Skill,100
15,0.30000001192092896,0.22616374776270426,0.3265702644497849,0.2,0.15703688591926504,-1.0323840455143323,Static Easy,Unseen Low Skill,100
16,0.30000001192092896,0.25824916959944433,0.3069514061224669,0.2,0.1556295111195978,-1.031191996378016,Static Easy,Unseen Low Skill,100
17,0.30000001192092896,0.24036978168230932,0.2595979597237834,0.2,0.15450361127986403,-1.0286554390821219,Static Easy,Unseen Low Skill,100
18,0.30000001192092896,0.22505070477005332,0.25106358970752,0.2,0.15360289140807706,-1.0280936126005407,Static Easy,Unseen Low Skill,100
